order_id,customer_id,restaurant_id,order_amount,order_timestamp,delivery_time_minutes,customer_rating_food
47142d86-fb83-478c-bee9-229e2dfba21d,1879,2118,640.32,2024-11-06 04:20:17,55,3.5
edd9fd20-d5bb-43ff-9df6-4a39a3ba1866,4619,2212,470.53,2025-06-15 12:29:53,36,1.6
87ffa0bd-1712-480e-a55e-a3078306c64a,4214,2109,502.11,2025-06-22 09:56:50,19,2.1
9d7d8c0f-a57c-423f-96f8-053b1e1aa637,4140,2437,888.9,2025-02-25 02:37:28,56,3.3
c7e1c577-3922-4c4e-91b3-e9f28ea15907,3042,2339,214.12,2025-03-14 04:36:01,46,3.5
f347b317-03c3-4b13-b95a-a450433e4b88,2305,2242,465.03,2025-03-06 00:49:02,60,3.6
ba5d2a1b-d98d-4745-81d6-624c6312abf1,2940,2455,1003.81,2025-04-21 12:50:20,60,1.9
e30f12e6-99f9-4983-b0f9-de4281da9553,1408,2270,257.41,2025-06-21 10:41:03,30,4.6
90bd7732-cbb4-40d5-ba79-ced2c5791cf0,2457,2089,966.06,2025-04-05 02:32:33,24,2.6
77dff614-4b1d-4f53-8978-541b9d62de1e,3262,2300,1042.54,2025-03-08 15:58:01,51,3.7
c3d859aa-f4f7-43b9-b351-eae24a1a57f7,4175,2200,1014.06,2025-08-13 19:04:04,22,3.3
7b59b9a4-84b8-4477-9116-af1ba675edf0,1778,2025,903.76,2025-07-01 15:33:22,39,4.2
70cf53cc-3d6a-496b-bd1d-79893d29b865,5282,2042,557.74,2025-03-18 17:21:47,33,2.0
7bcb433b-62ec-4ca0-882b-ffd2be2b6b4d,2763,2079,533.55,2025-07-05 21:07:57,56,3.2
58aaa6c9-4e71-4c29-be1e-e9568a0459b9,3840,2339,1120.76,2025-09-24 19:46:49,56,1.9
922e3e34-d334-41ca-81ff-18d366546774,3923,2021,276.69,2025-07-05 08:08:19,28,4.2
87592137-7f6a-4bfd-a0bb-c728697d682c,2647,2245,530.25,2024-11-11 05:13:45,53,2.8
9e6d436a-4019-4b49-b832-1c14fe300a01,2753,2254,335.7,2024-11-13 09:33:28,41,1.1
bd0ff9dd-c6d0-4b40-8e00-899aa3995a67,3067,2363,785.12,2025-06-07 09:25:35,28,2.4
1d5fc110-67dd-4154-a025-ca9aa9fee214,3602,2042,424.52,2025-05-24 06:12:17,49,3.2
cf099825-86a2-4367-a534-126008a4564a,3465,2260,938.96,2025-06-11 00:54:35,59,4.5
d8ad760b-7841-4426-82b9-5485601e4cd9,4067,2498,1109.43,2024-10-24 15:51:27,21,3.7
f3471d82-5638-48d5-8b7b-5c4340724a6c,3289,2062,338.5,2025-04-06 18:51:41,52,4.5
787c0bf4-3f16-4be8-ae7c-547dca2bb8ec,1817,2192,334.52,2024-12-09 10:28:51,41,2.5
51b011bb-eebd-470f-8d70-4be34ec6b25e,3909,2189,337.47,2025-03-16 12:49:38,50,1.2
81da0c5e-1be0-485b-9f1e-14fc61e8fbcd,5726,2486,796.07,2025-05-27 23:45:18,59,3.2
0001f156-f868-455c-8469-222f926d38e9,5134,2221,590.25,2024-12-17 10:04:58,30,4.1
589b569f-3ae5-4910-a783-fe580de40d69,3160,2173,473.68,2025-08-10 17:52:21,54,2.7
f15b16bb-b4d6-45c1-bf0c-1ab7c8d3d5f9,3835,2444,1098.13,2025-03-18 21:11:45,27,1.8
9f435135-2d52-4554-9fa7-903ab083264e,4692,2308,474.6,2024-11-08 10:16:42,56,2.5
c4d2218d-a71c-49c1-ad22-60b1e68361cd,4376,2248,1155.99,2024-11-03 16:45:40,27,4.6
526e0f29-af9e-4f9c-960d-94be87acc61b,2618,2148,839.87,2025-03-14 09:27:27,53,2.0
61be6b0c-b1d6-4353-b0d2-27753fe71207,5018,2408,352.16,2025-01-26 15:35:17,56,4.8
b8444330-3075-444d-9d3a-157b1a5c773c,4346,2202,365.73,2025-06-27 18:36:30,54,2.4
34ba5490-4ff2-45bd-a9fd-1cc94f7f900c,3973,2218,1115.18,2025-02-21 05:23:33,56,1.8
38715605-8648-4370-a28d-89b4ded09ed2,5116,2457,738.17,2025-07-14 17:17:43,52,4.6
e1bd96f5-e2a4-4d34-9834-94103c688689,2132,2411,503.91,2025-05-27 16:21:33,28,1.1
f5d92b5a-007d-480d-90b4-9b127cf38029,5850,2339,1094.86,2024-11-22 11:31:10,44,3.9
b2373988-fc4a-4719-808a-acdbf3cf488d,2315,2166,573.87,2025-02-12 06:41:02,42,1.2
b8a84107-d047-4102-a2c3-d979ab6528ae,1811,2373,463.51,2025-04-03 14:03:16,44,4.4
7ae7b426-8f99-492b-8420-e5444da9a662,1801,2183,736.85,2024-10-27 01:19:37,60,3.3
5e755012-5e90-4f9b-89ca-7720b71342f1,4181,2076,639.99,2024-10-12 13:27:11,32,3.5
1b3055f7-8a41-4b81-b538-e37ef1551fa5,3969,2276,731.46,2024-11-21 22:44:37,20,3.9
2bb2dc88-636d-4c26-a1e6-e9a3471c974d,4698,2214,338.95,2025-05-13 15:54:54,60,1.7
b9ba70bd-9657-42f1-9d5f-555878b7f4cb,4851,2392,269.72,2025-02-02 12:08:41,34,2.4
0869b738-a685-4ecc-aafc-6505279ca2b1,5405,2304,482.71,2025-06-09 11:57:54,33,2.2
bb0e435e-552d-42c7-a61b-abde2d0298bc,1723,2454,544.99,2025-02-01 09:24:45,43,1.8
ee90c840-ecd1-4bdc-b9b6-7416196cf732,4481,2379,1141.45,2025-01-01 21:24:08,26,2.1
8c03d622-2421-40f8-b1d9-f0db7ba18541,5654,2288,204.05,2025-01-01 17:24:12,31,4.2
7bcfed6f-0b1d-4e3b-9689-bfdb9225a990,2007,2474,909.84,2024-12-11 07:58:52,60,2.7
29c3a96c-ffb3-44f4-9b4f-566f40f38243,4214,2373,182.83,2025-05-02 23:09:47,29,4.0
039381f0-46d6-484b-8258-5f866482338e,4612,2087,378.2,2025-03-02 00:34:04,56,3.1
16174489-48d1-4f63-b312-26ce192e9237,1422,2041,686.18,2025-01-22 16:19:58,23,1.8
eb29c4f6-c42c-4bd3-a372-f81b0d7c9ca3,3549,2009,285.17,2024-10-11 00:04:28,58,1.2
bc907630-9a18-4f44-b081-318d11884ffe,5954,2009,1171.51,2025-10-01 07:18:42,48,3.9
0d025ba6-79d1-476e-8ab1-fdce7a132f96,1043,2275,862.61,2024-11-28 19:53:26,23,2.4
d48df6c3-ac83-4a2f-9274-eea6dc078d8a,5299,2079,964.48,2025-01-09 03:55:37,16,1.6
3ea7fdbb-1f7e-40db-b907-e18dc2cc083c,4269,2286,442.77,2025-05-04 04:46:44,43,3.6
63276f39-0940-48fc-ae25-c56fa21bd1d9,2426,2462,812.78,2025-01-12 03:20:40,33,4.6
32d28946-ee40-44e1-a879-6996d9b495a3,5631,2313,215.05,2025-08-08 21:18:34,38,2.7
b1356c3f-7e72-418e-ade4-a6b17d93e7bb,3642,2215,1127.5,2025-02-17 15:32:58,17,1.8
02366170-5bc9-45b2-9df9-7185ba67ce34,5936,2073,892.95,2025-03-27 23:09:33,17,4.5
80d0a592-3378-42f6-8276-33c87d5bf8fe,2368,2159,687.17,2025-03-17 16:57:35,45,2.7
ad46b236-3853-47ad-9a9d-ddeaac6b7976,2412,2327,935.08,2025-06-05 10:26:20,42,4.5
bbd9abee-3dbc-4e8b-bae3-43bfa6ebc188,1568,2220,736.38,2024-12-28 22:55:28,43,2.1
fcb7ab28-5866-4e36-a8fb-d1e3b78987b4,2239,2483,799.25,2025-03-05 05:49:45,35,4.9
15929a0b-e62f-4c8d-993d-6e5434e4f554,2082,2454,410.27,2025-03-01 10:58:46,43,4.1
3981c1ca-1ec0-4b76-abff-a262131a1f16,4092,2183,1005.01,2025-04-21 02:55:37,52,1.4
ab17b013-26a5-480d-812a-97d0c44757c7,4154,2329,1070.11,2025-09-01 18:16:52,16,1.3
bf8b3859-eedb-4dad-8fd2-96ba41dccb49,2550,2044,644.76,2025-08-21 00:27:41,17,1.1
9d774ea3-9abb-44a9-848c-a146a976f825,2606,2458,864.62,2025-08-28 03:40:37,43,2.6
fa6b6a5c-31cf-4c0d-93ca-d83d88a0481f,5976,2132,1127.53,2025-06-08 21:55:55,58,1.4
726187d3-0171-4e6b-a6a9-1efb51a6a0fa,4772,2208,613.52,2025-06-12 12:18:07,34,1.6
47ed8651-d05e-44a7-a12d-3577163eff2e,1392,2421,417.36,2025-04-10 07:22:46,21,4.5
3104b87f-c81c-4c64-9b2d-21d18de99621,1612,2333,358.63,2025-05-04 01:31:22,59,4.0
05332a98-fda7-4ae3-baeb-27e56be877e5,2807,2287,1035.03,2025-09-17 15:48:02,50,2.3
32286481-861a-4e47-93fe-cdd524ea8bab,4124,2112,153.7,2024-10-07 22:53:38,29,3.2
5cb450e5-ae13-4670-a7eb-8bf8f1810710,4270,2048,686.08,2024-10-15 02:31:08,48,2.0
ebdfbe0d-9a8e-4ea9-86d7-4b7e3a579f06,1823,2166,1184.72,2025-05-01 21:13:48,20,3.4
ffce6814-043b-4121-b48a-2d4d81f84b34,3255,2260,177.11,2025-01-18 08:57:56,42,4.2
71b7fc8f-17fb-403c-a9e0-bb464dbbc8fd,3183,2291,538.8,2025-06-10 23:28:29,42,2.3
212eeff9-17e9-4e16-b3a9-d05784b57079,5288,2240,193.15,2025-04-20 13:51:23,49,3.4
f0fd7a2f-d82d-4592-bdef-df1eeb3b5ca4,4961,2383,910.57,2025-07-28 22:44:49,45,3.7
13508dde-3acd-4d45-a14c-5d141e348d69,2500,2441,556.51,2025-04-21 02:42:35,19,4.4
2d9d367b-05c6-4a6e-884d-0a4b9a301e4d,2517,2287,861.12,2024-10-24 14:28:07,51,1.6
75da4c1c-521f-4964-830b-a3a20bb72aeb,3303,2499,839.86,2024-10-07 16:06:54,33,2.6
7079d8be-d474-4590-ab71-63ccbf5ffa39,2875,2481,492.28,2025-06-19 11:15:07,48,2.0
6c7b3887-76e0-44de-a9d3-b91f09970573,4414,2437,1024.65,2025-06-12 14:43:40,60,2.6
5e1782ae-8473-4d31-8e2f-3049a2d806d7,2248,2080,920.79,2025-03-26 08:45:22,53,3.3
7d7b835e-5473-4cd7-bf8f-fc3b39de0d4e,4488,2378,899.02,2025-03-28 16:17:46,19,4.2
82c0ccd1-e152-4f23-a5a8-9a606ff3a70f,5054,2210,1177.02,2025-01-26 06:57:06,30,1.8
278c79ad-a936-4c4f-841f-59d40148003a,4265,2358,1191.44,2024-11-04 01:02:12,54,2.5
77e1234f-6280-48ec-b1cf-8923442ae938,2643,2242,1199.28,2025-01-13 12:24:57,24,1.6
0722a4cb-2d57-4c9b-89b5-1dc44fc307ec,5925,2165,436.59,2024-10-30 00:20:31,47,4.2
fc22450c-5677-4075-8ea4-e8369bf6f54d,3431,2222,742.32,2025-03-15 18:37:06,16,4.5
42981e46-1c65-43c4-9dd5-45aa67925bce,1281,2323,536.83,2024-10-11 20:36:21,36,1.7
781d67f9-2d1e-4e0e-bac6-ef2143514f14,2243,2442,350.62,2025-05-25 02:03:55,53,1.6
3c0e8dca-8abb-489c-b68e-a89b2df09bd2,2917,2203,1084.33,2025-01-01 04:34:44,57,3.4
736d8a52-0275-457e-b0a8-f18a111d00bb,2288,2396,636.32,2024-10-09 10:46:16,41,4.2
bfa9eeb6-a899-45fd-98c0-6dc94901e3d5,1807,2307,499.2,2025-08-03 00:39:15,27,4.6
16618d22-08d3-4ccd-956f-6bfc0ed3a617,3509,2464,881.56,2025-09-30 07:00:22,33,1.8
d82441b6-708a-4644-8fa9-c942d427808f,2356,2447,1126.97,2025-09-18 05:54:56,45,1.1
cabc92b4-c1d0-4434-a960-18c4ba8eda74,5465,2473,432.29,2025-05-04 00:34:46,15,1.4
e828ceee-c151-4bb0-98fe-5cfe764b888a,4536,2192,647.7,2025-06-05 00:18:26,21,3.3
a3ff373e-6a83-404d-b55c-dce1f351dc10,5749,2304,448.17,2024-10-12 16:08:10,28,5.0
a205498d-83e8-476e-ac5a-28f83dfe8a36,5531,2498,224.27,2024-11-20 12:53:19,38,1.1
45cae72d-952c-4d5f-886a-f16f54b3d92b,2007,2126,544.86,2025-09-27 05:21:24,45,4.0
edee8871-ae52-42ad-8ba8-5447a76c9d1d,5292,2430,887.72,2025-07-11 13:41:24,39,3.8
9ee1a0f9-8835-4514-aaee-b79b379899f5,2687,2018,1055.71,2025-04-12 08:05:15,53,3.8
7e5f40eb-f87a-46f5-9c04-87f8333a815f,3102,2001,1141.03,2024-11-22 02:58:34,32,1.1
df9c88f2-79db-4b3f-a740-a055c4749773,4135,2455,206.65,2024-12-09 12:42:02,15,4.7
4e62bc61-6d8a-4899-bbd2-6d161d925feb,5293,2227,664.52,2025-03-15 12:37:10,36,4.2
986fcaec-2f92-45fe-9e1d-58f56eb7abbe,5853,2380,372.16,2025-07-17 23:56:37,42,2.0
0698a49e-4942-4d27-94cd-f4e54539d823,3609,2014,573.74,2025-09-24 15:41:29,31,3.8
68cf86bd-3c33-44db-bf7d-be10b7470c4f,4199,2136,517.59,2025-07-17 00:30:35,17,3.4
7748cc15-adfe-4616-88df-a5881dd20aec,4110,2156,959.45,2025-08-11 12:35:46,21,2.8
eac776f5-0f2a-4341-a706-898354bcbfd3,1479,2210,883.97,2025-05-02 23:32:31,17,4.6
48cc7d2c-3987-467d-b6a5-c998fdce9cc6,3713,2188,351.65,2025-02-07 21:58:00,58,3.1
e6f722ed-cc6f-4f4b-93f0-c94af4fbd46a,5778,2241,150.66,2025-06-21 08:34:58,52,3.3
c9df635c-30cd-429c-af2f-12a1a2608132,2485,2015,562.55,2025-01-30 15:46:30,45,4.2
c59a3e0e-77fb-4193-b678-fa0df8fd20c4,4858,2233,1008.43,2025-04-27 14:29:03,51,2.2
ec3b0fae-e612-48c7-b00b-53de1491c3ef,1849,2161,784.61,2025-02-07 07:53:56,47,4.4
49cac4f1-3aaa-4b81-b113-9154a7cb9e46,4726,2384,990.06,2024-10-16 20:13:45,47,2.6
8316d1f7-2b68-4150-ad52-fc0a18501d97,5716,2044,1023.04,2025-01-31 08:41:11,37,4.1
b2c9a190-5e79-42a8-a028-7da1a2aeb08e,4914,2391,1135.03,2024-11-07 09:29:37,35,3.8
daa880ed-9279-4214-8db5-db1c2b598261,4642,2150,735.64,2024-10-18 15:40:38,26,2.1
b4e416c0-6668-4eee-a161-bedd023d14b3,4602,2480,737.54,2025-08-19 14:01:34,25,3.3
c72894ab-12eb-41e5-a999-b8212660b7de,1325,2105,1010.73,2024-11-11 00:35:39,31,1.5
fc29a0d6-1416-488c-a799-56733f18b8b2,5029,2372,583.1,2024-12-26 05:33:56,58,2.0
d5392f44-8bf2-4abc-a465-c39529b89fa1,5565,2489,201.92,2025-08-18 01:10:45,35,3.0
239e1193-780c-461e-a843-b421238adf72,2081,2486,1126.51,2024-10-15 02:26:47,45,4.5
5ab4cbd4-f6e3-4577-a02c-82985591a71f,5640,2351,281.86,2025-01-24 18:55:44,44,2.9
235c68e3-64ce-40c8-9fa2-63ad0e3a118f,5613,2260,176.94,2025-06-20 07:02:01,36,3.7
371e2f2c-3d5d-41ae-a565-9ec5dfffed2c,3244,2033,1075.18,2025-04-05 20:48:16,40,3.6
651867d4-e080-4146-8d60-01e5a3a3dc6b,3912,2295,848.03,2025-05-28 03:40:07,43,3.0
ea20222d-0dba-4811-89fd-aca60546b755,3734,2337,570.52,2024-10-13 13:45:55,26,1.5
79ebfe82-3660-4e75-a490-7a9c0787830d,3616,2376,368.05,2024-12-31 08:37:44,16,2.9
df7641b4-7762-47ba-8c18-1445709047d0,5521,2329,1074.81,2025-05-17 23:00:43,39,3.8
c3cc80e0-243a-4b3d-9982-4c21b32863d2,2992,2405,158.98,2025-06-16 16:03:11,60,2.2
337738f5-cdd0-4c89-b240-25a468cb347b,2626,2003,477.75,2025-01-12 02:28:58,31,4.2
99b53d1b-c6a9-44cc-8860-c9222cce1495,3076,2348,1118.37,2025-06-04 02:05:19,24,4.8
c566b1a5-a1e9-4884-83ae-af7ed853acf5,2933,2196,1068.88,2025-07-10 10:57:43,54,2.7
008a155b-5f8c-4c96-befe-4a619053aaaa,1328,2336,781.31,2025-06-30 08:47:43,41,3.1
b11038af-50e0-4509-a295-4d55f1ee1338,4971,2131,1038.09,2025-06-04 19:34:28,23,4.3
546f2062-fbd4-450f-937a-a66e70901ea7,2130,2168,217.06,2025-04-05 06:08:12,15,4.9
496320ec-e374-471c-9df0-ebeb339d0154,3554,2340,465.13,2025-06-02 18:27:15,38,4.5
1c8cf4d7-61ef-45fc-a6eb-5a2608a2d3bb,2772,2435,1158.25,2025-05-15 12:15:01,17,2.5
e3f9eb87-5873-4f98-bae5-268705a344d1,3412,2403,718.82,2025-03-07 17:15:57,53,1.5
d14901e6-5fe4-4b09-b16f-4eed8a0e36e4,5202,2122,943.42,2025-09-27 10:17:03,25,1.6
8fc60f05-57de-46ec-bbfb-86aa9f4b1137,5342,2464,803.04,2025-05-02 05:03:39,55,2.8
cdb29648-acdf-48ae-9314-3059de6757c5,3738,2467,297.97,2025-07-22 17:56:06,59,4.1
154fe534-9141-4db5-be4b-2069b42258de,4676,2448,1035.2,2025-06-04 08:14:13,44,1.1
bce76374-5ff1-4bdf-824f-2054a13d21ba,5309,2187,438.89,2025-08-26 09:17:56,29,2.9
70ae6093-f851-4da0-a7f7-9b92d75d47f6,3748,2179,900.05,2024-12-11 22:05:58,19,4.8
76d7485c-abf3-4517-a63f-5bd573db7de5,2986,2479,676.19,2025-03-29 06:16:20,16,4.9
8adcffae-88f8-4d82-b340-7faf8fe80977,3705,2231,1068.48,2024-11-29 06:39:30,52,4.6
7a3093b4-94fd-43d5-a443-ffb719615ed6,3919,2378,704.59,2025-03-03 06:29:49,27,2.4
1f71a4b2-c9e4-4855-9f7e-a9a5c1725270,2932,2044,1010.17,2025-01-09 22:52:22,17,1.6
3a0ef44f-843c-4435-9141-3614496ed203,3855,2489,1124.77,2024-11-01 16:59:52,35,3.4
6eeb50c0-1677-4014-8749-ca0c5ebb9844,4432,2076,408.66,2025-09-07 12:15:15,42,4.5
87c6dc52-c613-4f89-9465-f681d8afc4c1,1471,2379,600.82,2025-09-25 18:15:51,16,4.5
79d3834a-964c-42eb-829b-c397cc87715c,5996,2487,1040.95,2025-05-08 06:52:48,19,4.1
94a492ab-534d-46d6-94a2-37da756889bd,5283,2138,355.02,2025-07-01 15:02:40,45,4.5
10d47d10-53f9-4a96-93d6-448303937630,2061,2095,850.71,2025-01-17 17:46:49,49,1.7
99210ffd-240e-4477-9d71-fd1756cbc1c7,5178,2281,1109.53,2025-06-23 13:11:15,31,2.8
50da42e9-9e30-4f82-9caf-8e122a6dfb0e,1535,2363,257.47,2025-04-23 22:08:46,15,2.8
eaabff2c-5f1b-47d4-ac04-23cc295b4d99,2076,2018,797.91,2025-05-06 08:02:47,51,2.6
b5e4d81a-834c-47b8-8fac-4daf403ab9d6,3139,2323,1129.07,2025-09-04 17:06:06,22,2.5
ed6a9cc0-d92f-4337-8e20-27d8aed06c4b,4821,2307,723.66,2025-09-11 18:18:52,32,4.2
9f79b0e6-6d0f-462a-a54a-75c7bc1e2d83,5591,2334,646.0,2025-01-21 10:02:29,38,3.7
e1b79c60-d528-4474-b83a-893b6866d4c7,3041,2145,520.04,2024-12-01 04:36:33,59,4.6
db847621-c3a1-4bcc-b7eb-c9d208bf5111,5740,2083,762.56,2024-11-17 22:29:01,58,1.1
c6bb2efa-0852-4609-b8cf-69a0bb0826e9,2972,2286,629.14,2025-07-12 08:43:14,37,3.5
c42f1625-0b2b-4048-af92-2292ceadacc2,4560,2063,168.65,2025-02-07 11:36:19,39,4.9
c0e66223-aa83-45d6-bb03-4f42e7483d45,5926,2145,792.54,2025-02-01 15:42:17,53,2.7
aa03797d-f9f3-49e2-8c4a-faaafc36102e,5885,2048,1120.71,2025-04-12 12:25:19,33,2.6
1d0e3215-2c43-4ced-a743-784363dd078f,1901,2362,752.49,2025-05-23 12:26:49,19,3.6
ca3f549f-4d8b-4c53-b1a8-4e818c2d5a3e,4173,2185,1155.27,2025-07-08 15:42:15,32,3.3
acc9ca42-6a93-483e-97ab-6d792c9079d4,2342,2221,293.04,2024-12-02 08:45:44,38,4.4
b89fd49a-13a3-4665-b5d3-e772ebde6b5d,5121,2433,308.45,2025-02-26 00:59:34,36,2.9
45206e2d-ddd8-478d-bd20-890b25b79f95,1660,2008,610.64,2025-01-11 12:46:09,33,1.5
1c304e49-170c-4a23-a4b2-1727918a6ee0,1225,2072,349.91,2025-04-26 13:38:11,45,4.7
029d71c6-2345-40e6-bc62-98b5517e7b13,3555,2266,1151.01,2025-04-06 13:44:15,18,4.8
290d98b3-576d-4be8-acbb-6090e0b386f9,5518,2421,1112.54,2025-01-04 11:13:45,54,4.0
cd604140-31bd-417f-9268-4246f0edef99,4036,2070,317.76,2025-03-25 02:33:22,42,1.7
fe6a8e28-8098-4495-a11b-6fdac184fed3,4703,2434,713.18,2025-08-19 12:58:31,20,1.7
44947fa1-4f9f-4ee6-9f0b-33d846dab437,3562,2366,641.61,2025-09-10 10:21:05,54,2.0
67b96568-b9c9-42a4-a0af-3758070ff22f,1884,2337,1100.62,2025-07-21 16:21:53,36,2.6
b5e7d764-b553-44c8-952c-14424859af75,2341,2266,210.61,2025-08-17 03:23:52,44,3.8
3d5bf9e6-6a1e-4d60-b1a9-a92c0ba2c10c,1592,2273,867.63,2025-04-11 08:25:35,39,4.7
a6fcdafa-400b-47f5-bb58-458a72bc65d8,1406,2201,1081.36,2025-07-02 18:39:55,55,2.5
449b0e16-915a-4da6-9429-4e668d71e91e,5996,2414,653.0,2025-08-06 11:23:33,40,2.6
dc5f6ae9-6166-454e-99e2-9fe3141bbcb3,3977,2237,171.58,2025-03-06 11:48:59,46,1.4
821ddbdd-aca9-42a5-bf74-f358fe75e63e,2156,2435,410.26,2025-02-19 21:26:39,36,3.5
7d1e2fd3-fcf0-446f-8ec1-c870ba87a343,5271,2285,157.12,2025-07-17 07:18:25,48,1.2
48027d89-6465-4e9c-9dc0-4a60edc06a26,1561,2053,1136.84,2025-05-02 20:27:02,59,3.5
7ef91316-9249-4222-aa53-1328d90a2e2f,3522,2390,565.35,2025-09-11 05:50:52,15,2.6
667bb507-953d-4e0f-aa79-b8d0c6250025,2582,2250,774.17,2025-07-26 09:30:42,28,1.1
d0dc4fff-679b-4178-9b7d-836d14340af6,1514,2319,303.35,2024-10-16 02:38:15,49,1.5
