order_id,order_timestamp,order_date,order_amount,delivery_time_minutes,customer_rating_food,customer_id,city,signup_date,restaurant_id,restaurant_name,cuisine,zone
d545d456-ae90-4b95-a7b8-7fbd609010f9,2025-07-02 23:50:32,2025-07-02,497.81,39,1.7,3182,Mumbai,2024-08-13,2451,"Wadhwa, Choudhary and Bir Foods",North Indian,Jayanagar
6805a0bb-548d-49f2-8fd6-e3779e5be221,2025-03-30 12:27:39,2025-03-30,540.79,30,1.1,2718,Mumbai,2025-03-01,2385,Bhatt Ltd Foods,South Indian,Indiranagar
17ab5fe0-6df2-4c57-bf23-83918b7fcc36,2025-02-04 23:44:27,2025-02-04,681.08,35,4.7,1352,Delhi,2024-09-27,2415,Soman LLC Foods,Cafe,Whitefield
b933ae0b-0d58-46f1-a758-5dbb48e64dd9,2024-10-29 14:20:39,2024-10-29,499.76,56,4.1,2584,Bengaluru,2024-04-30,2329,Arya-Nadig Foods,Biryani,Jayanagar
ce87034d-61f8-4b01-8b76-5022afee396e,2025-02-02 06:42:28,2025-02-02,209.06,44,2.9,2265,Bengaluru,2025-09-29,2408,Kibe Inc Foods,Biryani,Indiranagar
0d206e87-2d5a-4b15-b3e3-6e4c26ca47c9,2025-07-19 02:55:19,2025-07-19,706.26,35,1.7,3769,Delhi,2025-01-10,2229,"Pai, Soni and Hora Foods",Pizza,Koramangala
7b191dfc-e9e3-4faa-8dcb-55b03fc32c4a,2025-07-24 22:03:00,2025-07-24,834.63,60,2.2,2722,Mumbai,2024-05-16,2059,Zachariah Ltd Foods,North Indian,Jayanagar
7ff536cf-2e20-45db-9941-899a1a4c68a7,2025-09-13 11:02:45,2025-09-13,343.50,29,4.8,3561,Chennai,2023-11-08,2077,Kar Inc Foods,North Indian,Jayanagar
794d75b0-513a-454d-9aed-2ae53c6ae1e9,2025-03-14 08:22:23,2025-03-14,151.50,60,4.0,5563,Bengaluru,2025-01-08,2188,"Dubey, Deol and Sarraf Foods",Pizza,Whitefield
7e724570-2430-4235-86a8-b525ab1cc348,2024-12-10 05:52:01,2024-12-10,1084.79,52,3.5,3212,Bengaluru,2023-11-11,2460,Varkey LLC Foods,Cafe,Whitefield
59408359-267c-433b-8322-a884222769b4,2024-11-09 07:34:58,2024-11-09,270.11,39,1.7,5644,Chennai,2025-02-21,2436,Rau-Kothari Foods,Chinese,Koramangala
ea16942f-f626-47e8-acc5-8470769e300f,2024-10-08 11:18:36,2024-10-08,1007.16,50,3.6,1029,Chennai,2025-01-04,2016,Bora-Sastry Foods,Biryani,Koramangala
9604d368-6f75-4128-8d4f-aa6e2e3b953c,2025-06-04 06:50:25,2025-06-04,791.15,41,4.6,3923,Delhi,2024-03-27,2154,"Ghosh, Munshi and Kakar Foods",Cafe,Whitefield
418c7ba3-207d-4bd9-9bf3-075165a43976,2025-07-06 02:22:45,2025-07-06,425.38,21,4.3,3670,Delhi,2025-07-17,2017,Dora-Barad Foods,Pizza,Whitefield
20e91fd0-31e8-40ed-b181-a8f1f81252c1,2025-09-15 16:21:44,2025-09-15,371.48,28,3.8,4169,Mumbai,2025-05-09,2095,Bala Ltd Foods,Biryani,Koramangala
8dfa480d-8043-4141-ae7c-d7e49e19a7b1,2025-01-03 16:35:12,2025-01-03,535.08,40,1.5,5738,Bengaluru,2024-09-13,2293,Barad Group Foods,Biryani,Whitefield
afac26b8-9acc-4f3e-ba9c-7385f9aab90a,2024-12-19 15:58:30,2024-12-19,436.44,30,4.5,4424,Chennai,2024-08-11,2405,"Srinivasan, Gade and Kibe Foods",South Indian,Whitefield
8a269c97-9272-4542-8908-4dac866e9ee1,2025-08-11 05:25:59,2025-08-11,327.67,57,2.3,5066,Bengaluru,2024-04-24,2397,"Patla, Kanda and Borah Foods",Chinese,Koramangala
cc171764-68e0-46d8-a002-ce9ed5a145eb,2024-11-07 18:57:20,2024-11-07,917.95,33,4.5,2670,Mumbai,2023-12-29,2303,Salvi-Soman Foods,Cafe,Jayanagar
e45fc91a-49d1-4d5d-8c1c-7ec08f8a0b32,2025-10-02 12:25:17,2025-10-02,591.77,46,4.7,2313,Mumbai,2024-02-05,2130,Mallick-Ranganathan Foods,Pizza,Koramangala
9518f90d-e7a6-4eed-a262-5bb112801ea2,2025-09-22 13:35:25,2025-09-22,428.19,43,4.2,4076,Chennai,2024-07-07,2036,"Ganguly, Ravel and Dey Foods",South Indian,Indiranagar
81d87f2a-554c-4857-9345-976fd8f09d31,2024-12-04 14:59:56,2024-12-04,1170.95,32,1.7,3009,Chennai,2024-11-25,2100,Memon-Boase Foods,Cafe,HSR Layout
9a09775e-3c69-4d4e-9103-832c8336fdb4,2025-08-15 20:01:40,2025-08-15,1068.66,34,3.0,2391,Delhi,2024-07-31,2310,Kalla PLC Foods,Chinese,Indiranagar
659fe8d8-72c6-4fc3-9263-9e550c799f34,2025-08-08 23:29:05,2025-08-08,905.38,35,3.7,4994,Bengaluru,2025-06-06,2477,"Guha, Sanghvi and Murty Foods",Pizza,Koramangala
5e221f3d-f7bc-4015-a1d6-b080ab6be6bd,2024-11-17 19:11:24,2024-11-17,888.37,49,3.5,2781,Chennai,2024-02-01,2343,"Bava, Wason and Sur Foods",Chinese,Koramangala
2c084c67-4598-416d-89dc-b27da2f1d79f,2025-04-09 20:52:52,2025-04-09,819.27,29,3.1,1970,Chennai,2024-07-20,2354,Wali-Sidhu Foods,North Indian,Indiranagar
2914b088-c0fd-4d3a-a521-b6a3b9be0ac6,2024-12-27 02:52:42,2024-12-27,183.07,46,4.5,4710,Mumbai,2025-03-28,2498,Palan-Mahal Foods,South Indian,Indiranagar
78925ceb-e32e-4f66-bb1c-df5ae26e3164,2024-10-28 19:39:07,2024-10-28,298.99,32,4.7,5722,Chennai,2025-04-23,2287,"Nori, Barman and Bajwa Foods",Biryani,Koramangala
66029457-1b24-43f1-9e30-7404a0516b86,2024-12-11 17:13:51,2024-12-11,799.04,59,2.6,4278,Mumbai,2024-05-15,2121,Bhavsar Group Foods,Pizza,HSR Layout
ba398049-a3cf-4502-b5e7-dec09c3c6e9d,2025-09-18 03:10:43,2025-09-18,492.68,43,4.3,5635,Chennai,2024-03-07,2355,"Sura, Lal and Sastry Foods",Cafe,Koramangala
7f0ea27b-4892-4136-82c4-15c209ef365f,2024-12-30 06:44:20,2024-12-30,418.28,51,3.0,3870,Bengaluru,2025-05-17,2331,"Guha, Kanda and Chhabra Foods",Biryani,Koramangala
9ad17b5d-eab9-403a-bcdd-10604f22ce2e,2025-06-28 13:25:06,2025-06-28,349.15,17,1.3,4704,Mumbai,2024-08-11,2478,"Mukhopadhyay, Thakkar and Chaudhari Foods",North Indian,Indiranagar
f8a4177b-3b2a-441f-8dac-c745009f4599,2025-02-22 06:19:06,2025-02-22,423.99,32,3.9,2642,Chennai,2024-12-27,2499,"Choudhary, Rai and Kurian Foods",North Indian,Indiranagar
6c3c35fb-2783-482b-8680-690c6b66e5e0,2025-08-26 06:06:34,2025-08-26,275.63,39,2.3,5262,Chennai,2024-01-15,2271,"Shankar, Borde and Ganesh Foods",Biryani,Indiranagar
bbae83c6-5f0b-4ddb-a552-99f34d5c9e0c,2024-11-12 14:29:47,2024-11-12,796.59,28,2.6,4142,Delhi,2025-09-24,2044,Nayak-Grover Foods,Chinese,Indiranagar
0c919499-d0f0-4950-a5b2-407395ab587d,2025-01-11 20:58:49,2025-01-11,1100.18,33,3.4,3819,Chennai,2025-06-02,2363,Behl-Bandi Foods,Pizza,Jayanagar
b6d7aa84-daf6-4fa2-a6c0-9362f3d30c65,2025-09-02 20:50:33,2025-09-02,326.17,16,4.3,3719,Bengaluru,2025-03-24,2316,Chakrabarti-Dubey Foods,Pizza,Whitefield
a0b321c4-b3b5-40bb-8b12-6713070a01ee,2025-08-17 05:58:12,2025-08-17,793.58,31,3.6,4722,Mumbai,2025-05-15,2071,"Sheth, Jayaraman and Gara Foods",Cafe,Jayanagar
9d5ea8cd-49a2-433f-bc2f-d4e893a36d59,2025-05-09 00:07:51,2025-05-09,202.95,30,4.5,4641,Mumbai,2025-02-11,2080,Sarraf and Sons Foods,Biryani,HSR Layout
e7ea5404-a290-4d9e-9d70-bbe4daaed187,2025-04-08 09:13:46,2025-04-08,273.68,26,4.1,3029,Chennai,2024-03-18,2392,Rajagopalan-Chad Foods,Pizza,Indiranagar
19814b6a-102f-44a1-9bd1-a54c26a46b37,2024-11-07 15:42:03,2024-11-07,1169.32,32,1.2,5420,Bengaluru,2024-11-16,2080,Sarraf and Sons Foods,Biryani,HSR Layout
82ed11bc-ce40-4f41-9e2b-838136100cb7,2025-04-13 22:44:58,2025-04-13,591.20,40,1.6,1505,Bengaluru,2024-08-08,2413,"Soman, Solanki and Lall Foods",Pizza,HSR Layout
7d51acb6-9cd7-426c-88ae-60014be8cab9,2025-03-12 22:01:56,2025-03-12,537.99,48,3.0,3737,Bengaluru,2025-04-12,2275,Issac-Nagarajan Foods,Biryani,Koramangala
a3b2cf7f-cae5-43d2-9cce-341a34831a8e,2025-07-15 14:29:18,2025-07-15,1136.37,23,1.7,2346,Delhi,2025-07-25,2029,Goel-Hari Foods,Cafe,HSR Layout
536a6cc7-7454-4716-a3f7-d0bbe64cf5bd,2025-09-10 06:50:47,2025-09-10,791.17,60,2.1,3897,Mumbai,2024-11-01,2430,Rajan and Sons Foods,North Indian,Whitefield
a68d32ac-d311-476c-95c1-4ca35b6865ce,2025-09-27 10:26:37,2025-09-27,834.97,60,4.3,5679,Bengaluru,2025-03-19,2310,Kalla PLC Foods,Chinese,Indiranagar
7bcbaf5c-e650-411c-89ba-7a76bc7a2c3b,2025-10-02 13:21:40,2025-10-02,225.67,43,3.6,1042,Delhi,2024-07-12,2194,Thakur and Sons Foods,Chinese,Jayanagar
84650b4c-86b2-4c75-b840-261f3030ef7d,2025-09-27 14:10:07,2025-09-27,531.58,58,4.9,1049,Delhi,2024-05-28,2236,Pradhan-Dugar Foods,Cafe,Indiranagar
667b2526-468f-40b7-b226-9afe3e861929,2025-03-31 22:37:42,2025-03-31,732.76,29,3.4,5325,Delhi,2024-09-04,2499,"Choudhary, Rai and Kurian Foods",North Indian,Indiranagar
97710f48-99b3-4646-8a24-058eb0da41db,2025-07-13 13:52:50,2025-07-13,765.39,47,3.4,4087,Delhi,2024-07-31,2358,Rajagopal-Banerjee Foods,Pizza,Jayanagar
45b28f73-b0be-4717-8728-12d79fd4ba39,2024-11-13 01:18:42,2024-11-13,356.01,20,2.8,5074,Mumbai,2025-05-05,2386,Badal Ltd Foods,Chinese,Whitefield
b87cece6-694b-4aef-a509-02a2e7aa8e8f,2025-07-08 06:51:57,2025-07-08,940.13,31,1.5,1290,Bengaluru,2024-01-24,2417,"Mangat, Sekhon and Pall Foods",Chinese,Whitefield
b11681ba-cb1b-4f5e-b52c-d3ae49e373a8,2025-03-06 20:12:20,2025-03-06,658.93,17,2.1,5695,Bengaluru,2024-05-07,2056,Bora and Sons Foods,South Indian,Koramangala
ce23f566-3042-437d-8b0f-9f8ab78a491b,2025-08-11 01:40:14,2025-08-11,1102.60,38,2.6,5474,Bengaluru,2025-05-25,2239,Hayre-Pant Foods,Pizza,Koramangala
fa620b9b-a813-4192-b03d-08677a76badf,2025-04-18 10:13:40,2025-04-18,1010.74,55,1.3,1844,Mumbai,2024-04-25,2285,"Gala, Palan and Das Foods",Cafe,HSR Layout
0909645b-24c9-4e7a-b408-b99a3f634c12,2024-12-26 13:47:04,2024-12-26,602.87,17,3.6,3988,Mumbai,2024-04-05,2032,"Devan, Kala and Manda Foods",Biryani,HSR Layout
9f7a710d-36c6-4e71-9d42-0920e37c4af4,2025-05-25 04:09:41,2025-05-25,878.28,26,3.5,5913,Bengaluru,2024-06-30,2076,Goda Ltd Foods,Pizza,Indiranagar
54321aee-b4ad-4254-986f-1a1b3d140c72,2024-10-08 04:46:09,2024-10-08,228.46,24,2.1,4828,Chennai,2024-04-04,2149,Bumb and Sons Foods,Cafe,Koramangala
abb7500b-93d2-4af3-9d5e-68b9754fdf45,2025-09-22 01:20:10,2025-09-22,815.80,50,1.0,4656,Bengaluru,2024-07-27,2212,Vyas and Sons Foods,Cafe,Jayanagar
62ffe4be-e59e-4a0f-9ce3-32135ba6f5f1,2025-01-12 18:24:39,2025-01-12,283.12,24,2.8,5562,Mumbai,2025-04-15,2200,Tata-Tripathi Foods,Chinese,Jayanagar
b6529167-1452-4ce8-a1ef-5b1d336627e9,2025-01-16 08:34:23,2025-01-16,176.89,38,2.1,2789,Mumbai,2024-05-29,2209,Acharya-Shenoy Foods,Biryani,Koramangala
5f82813d-0858-451e-8f42-daf9aadc7805,2025-07-24 04:14:26,2025-07-24,1190.47,37,4.3,3655,Bengaluru,2025-08-22,2286,Kashyap-Saini Foods,Cafe,HSR Layout
84818d01-5b93-4f01-b922-96b0b8130ac2,2024-12-09 14:49:37,2024-12-09,687.98,22,2.4,2656,Bengaluru,2025-01-11,2385,Bhatt Ltd Foods,South Indian,Indiranagar
4ef77b7f-56a0-4eb4-a108-91b74d4941dd,2024-11-08 07:17:05,2024-11-08,1112.46,21,3.6,5458,Chennai,2024-12-30,2454,Kala-Rana Foods,Pizza,Koramangala
f138d071-6a99-4ff7-b32d-d64e3717aa82,2024-10-16 20:00:49,2024-10-16,1178.53,24,2.0,5580,Chennai,2024-11-28,2331,"Guha, Kanda and Chhabra Foods",Biryani,Koramangala
35d3e568-dcec-49bb-aef5-116d47c6b52c,2025-03-27 23:59:29,2025-03-27,782.73,44,1.5,5210,Mumbai,2024-03-19,2190,Gara-Minhas Foods,Pizza,Koramangala
83e84cb3-3b7b-40ae-9847-dddc5b6545b0,2024-12-24 18:02:18,2024-12-24,414.92,42,2.2,3570,Chennai,2025-05-19,2214,"Barman, Sundaram and Bansal Foods",North Indian,Indiranagar
1be7ce54-7b10-49f9-8451-9c89bff8dc38,2025-01-27 16:28:21,2025-01-27,856.24,52,4.1,2659,Mumbai,2024-03-09,2025,Bains Ltd Foods,Chinese,Jayanagar
6a43c975-3036-43d1-a831-61ad380c3f93,2025-03-29 11:39:59,2025-03-29,1013.26,60,2.7,4098,Delhi,2024-02-15,2269,"Wadhwa, Pal and Padmanabhan Foods",Pizza,Indiranagar
92989376-41c4-4564-b452-559edfe73919,2025-02-07 00:19:10,2025-02-07,693.79,49,1.1,5815,Chennai,2024-02-25,2040,"Sarin, Dara and Dasgupta Foods",Cafe,Jayanagar
6e58e96e-9945-4ca2-b674-71a7cb7948fc,2025-04-15 20:19:45,2025-04-15,1099.51,32,4.9,3947,Mumbai,2025-08-28,2119,"Krishnamurthy, Bhatia and Chauhan Foods",Pizza,HSR Layout
d4fab3a5-b358-467f-a025-dfa7a4beb1af,2024-12-14 12:59:15,2024-12-14,1126.82,16,4.3,3448,Chennai,2025-03-03,2283,"Mane, Nagy and Krish Foods",Chinese,Whitefield
101ff65d-44a1-4159-a385-71227be3c1b5,2025-02-17 17:50:56,2025-02-17,484.92,45,4.5,5492,Delhi,2025-08-18,2055,"Gaba, Jani and Pillay Foods",Cafe,Koramangala
6d2f7514-9baf-4275-9287-a01704b1c5df,2024-11-22 01:01:30,2024-11-22,851.12,60,3.4,4230,Chennai,2025-02-25,2168,Buch Group Foods,Chinese,Indiranagar
15c6b8b0-3fa1-4d6d-b45e-e0ad6213a155,2024-12-04 09:48:08,2024-12-04,644.85,39,2.3,3987,Mumbai,2024-06-03,2084,Gara Ltd Foods,Pizza,Koramangala
4f6950a6-93e1-4bc4-8b2d-e5a6289b814d,2025-08-18 21:27:41,2025-08-18,857.11,24,1.2,5072,Chennai,2024-10-23,2215,"Mital, Tank and Bhardwaj Foods",South Indian,Koramangala
ad020a24-e5d7-445b-9cb3-1121ee36efa0,2025-01-13 06:20:08,2025-01-13,1162.35,20,2.2,3654,Mumbai,2024-03-15,2405,"Srinivasan, Gade and Kibe Foods",South Indian,Whitefield
e3d48279-beb4-4a08-ad72-52010e69d2c4,2025-08-26 03:14:01,2025-08-26,184.76,23,3.4,3793,Bengaluru,2024-03-16,2204,Bassi-Patla Foods,North Indian,Koramangala
5af44528-e958-48ae-9bf0-c5b7d71ea733,2024-11-08 02:40:14,2024-11-08,940.42,34,2.2,2433,Bengaluru,2024-04-11,2376,"Bath, Banerjee and Bhattacharyya Foods",North Indian,Jayanagar
a9419cd8-cdec-4975-b322-7596250fa965,2024-10-14 12:23:36,2024-10-14,348.16,56,2.7,4678,Bengaluru,2024-03-26,2494,"Kata, Dhaliwal and Mann Foods",Biryani,Jayanagar
ac9618ff-db1a-4ab6-861e-c08893d17748,2025-01-14 07:54:40,2025-01-14,507.91,60,3.4,4775,Delhi,2025-09-04,2241,Parmer-Goswami Foods,Biryani,Indiranagar
230ab00f-8ec8-493a-aa88-8e43708a1eaf,2025-07-21 23:39:39,2025-07-21,1173.27,27,3.2,2243,Mumbai,2024-09-12,2009,Rana-Mangat Foods,Chinese,Whitefield
c395a16f-be3a-487c-8e87-d4ed64f94656,2025-09-29 11:54:31,2025-09-29,1122.57,50,2.5,2088,Bengaluru,2024-06-02,2035,Kara Ltd Foods,Chinese,Whitefield
6df5ec8f-7dc1-48a8-8c26-6eeb9bea62f8,2025-08-13 01:22:50,2025-08-13,331.57,33,4.3,3228,Chennai,2024-03-03,2277,Ramanathan-Batta Foods,Biryani,Whitefield
58a9573a-fbe9-476c-b95e-859d2f19bb73,2024-12-11 20:15:36,2024-12-11,980.93,22,4.1,4691,Bengaluru,2024-08-08,2376,"Bath, Banerjee and Bhattacharyya Foods",North Indian,Jayanagar
4b470996-ded4-4a43-a59a-a266d06ce0ad,2025-03-15 00:19:04,2025-03-15,275.18,28,4.7,2452,Bengaluru,2024-08-29,2483,"Kade, Din and Mahajan Foods",Biryani,HSR Layout
6670f5a0-93dc-4f54-960d-b01de02b2d3b,2025-09-25 23:42:24,2025-09-25,296.36,46,3.0,3331,Chennai,2025-06-26,2215,"Mital, Tank and Bhardwaj Foods",South Indian,Koramangala
6aaf2a02-9910-4340-8735-d9912f778dd6,2025-08-24 00:29:24,2025-08-24,358.17,26,3.2,3212,Bengaluru,2023-11-11,2293,Barad Group Foods,Biryani,Whitefield
edc41ebf-75fd-4c4c-9b92-499262edba58,2025-09-20 19:54:36,2025-09-20,679.93,32,1.6,4597,Mumbai,2024-12-12,2211,Rege-Parmar Foods,Pizza,HSR Layout
2f799572-2fbf-46fd-bbac-cbc2f053ebd4,2025-01-21 11:46:24,2025-01-21,548.84,44,3.4,2127,Delhi,2024-09-17,2245,Mukherjee Group Foods,Cafe,Koramangala
a27f007f-b4a2-477f-93c4-9a21f8b973c3,2025-03-01 21:33:53,2025-03-01,751.61,21,3.1,3392,Mumbai,2023-11-02,2497,"Madan, Chopra and Nath Foods",Chinese,Jayanagar
fe037de2-4bd2-450f-a088-bfd4d83b1855,2025-07-08 02:15:29,2025-07-08,666.60,27,2.0,2206,Mumbai,2023-11-02,2305,"Dora, Vasa and Kuruvilla Foods",Chinese,Jayanagar
11cb0272-f774-48d7-a242-fa0b2ad12836,2025-08-30 07:17:31,2025-08-30,382.07,15,3.1,5088,Delhi,2025-04-23,2323,Bajwa Group Foods,South Indian,Indiranagar
5995160c-a02e-4232-9e49-ce0b4584f132,2025-07-13 21:13:31,2025-07-13,369.73,38,1.5,3517,Mumbai,2025-08-20,2000,Chopra-Sibal Foods,Biryani,Koramangala
7489190f-c4b6-4916-bc58-99e1ef7f6faa,2025-04-15 12:36:50,2025-04-15,588.95,48,3.4,3268,Bengaluru,2025-05-13,2183,"Bajaj, Borah and Swamy Foods",Pizza,HSR Layout
b82abc59-025e-48c9-b8c3-39ee4920e449,2025-03-07 08:21:37,2025-03-07,927.07,50,3.4,4886,Delhi,2023-10-27,2301,Sridhar LLC Foods,South Indian,HSR Layout
4a812daf-32b7-4363-ad5a-4cbd654311a0,2025-04-08 22:46:44,2025-04-08,976.18,21,2.9,3138,Delhi,2024-10-10,2212,Vyas and Sons Foods,Cafe,Jayanagar
8a73ad35-c923-47d1-ba27-25523111e869,2025-04-27 16:20:57,2025-04-27,407.88,39,1.9,2410,Delhi,2025-06-13,2031,Bir Ltd Foods,North Indian,Indiranagar
355034ba-7531-4eb4-bd4b-1fdd84fc72b5,2025-02-06 20:52:45,2025-02-06,1157.49,28,4.8,1820,Mumbai,2025-08-05,2149,Bumb and Sons Foods,Cafe,Koramangala
137bd842-baff-497f-809f-ec5e668a7198,2025-07-17 21:37:12,2025-07-17,251.76,50,1.4,2954,Mumbai,2024-08-17,2371,Doshi-Devi Foods,North Indian,HSR Layout
3120455c-b972-470e-bec2-9886a0c4e544,2025-07-09 08:53:13,2025-07-09,229.09,17,3.6,4852,Delhi,2024-11-09,2038,"Shere, Oak and Dash Foods",Chinese,Whitefield
6ede40f3-533d-4dd8-8370-0fd1c70a185e,2025-08-08 12:14:45,2025-08-08,1194.37,27,4.5,5206,Mumbai,2025-10-02,2263,Zachariah Ltd Foods,South Indian,HSR Layout
ecb11e9d-4601-44a4-b4e2-d5e9a68d6884,2025-05-07 09:06:39,2025-05-07,741.86,55,1.0,4896,Mumbai,2024-09-20,2378,Modi-Mani Foods,Cafe,Indiranagar
dd904aa4-f09a-4af4-b033-72c9100d2140,2024-12-12 15:22:23,2024-12-12,507.16,26,2.8,4588,Delhi,2025-07-08,2419,Banerjee-Dugar Foods,Pizza,HSR Layout
4af67fe6-c816-4f8f-a031-8a1122ba0ddd,2025-04-05 18:55:58,2025-04-05,733.77,33,4.6,1217,Bengaluru,2025-07-22,2162,"Merchant, Wali and Bath Foods",Chinese,Koramangala
a4f1eba6-00d1-4f9c-a114-bd0f7e081b35,2025-03-27 23:53:41,2025-03-27,1030.47,47,3.0,4565,Chennai,2025-08-08,2166,"Palla, Issac and Dara Foods",South Indian,Whitefield
7b9e94db-abc3-42ba-8887-73e720c65d26,2025-10-04 21:58:13,2025-10-04,334.92,40,2.1,1581,Chennai,2025-04-26,2366,"Aggarwal, Dhar and Lad Foods",North Indian,Whitefield
d74a3b42-01ae-4e35-a346-1b3bf81891ae,2025-07-17 11:16:05,2025-07-17,719.13,46,4.6,5060,Bengaluru,2025-08-17,2128,Buch Inc Foods,South Indian,Jayanagar
765a1e63-34be-43a6-bde8-92d0fe5cb9c3,2025-07-15 11:35:08,2025-07-15,817.63,55,2.4,1112,Delhi,2023-12-31,2091,Golla-Rastogi Foods,Chinese,Jayanagar
5d059980-b71e-4824-989e-6883bc95dbf9,2025-09-04 19:20:52,2025-09-04,1059.86,19,4.7,5199,Chennai,2024-07-18,2437,"Krishnan, Thaman and Goda Foods",Pizza,Koramangala
17dcc66c-486e-4c1d-94fb-47d7412f7bd3,2025-06-14 04:13:57,2025-06-14,454.09,15,3.8,3023,Chennai,2024-06-30,2385,Bhatt Ltd Foods,South Indian,Indiranagar
80c56685-9251-4dce-9774-af849742e5c1,2024-11-15 03:25:49,2024-11-15,1060.04,54,1.6,5373,Mumbai,2024-08-31,2194,Thakur and Sons Foods,Chinese,Jayanagar
47b10344-d9d8-4905-816c-fd6068804668,2025-01-03 19:29:59,2025-01-03,972.89,20,2.7,1358,Delhi,2024-04-12,2391,Dixit-Choudhury Foods,South Indian,Whitefield
2dea9b6c-c9cb-4459-a46f-f5d67367d8d5,2024-12-25 17:53:31,2024-12-25,911.24,19,3.4,5607,Delhi,2024-08-02,2109,"Bajaj, Chad and Bobal Foods",Chinese,Whitefield
f0561977-de44-4935-ba25-9db676ebd1a4,2025-04-11 02:35:53,2025-04-11,1065.06,17,4.8,1240,Chennai,2024-08-10,2430,Rajan and Sons Foods,North Indian,Whitefield
68b2e21e-815f-43b8-9485-0c2ddd302e25,2025-02-19 03:13:32,2025-02-19,737.68,52,4.2,1657,Chennai,2025-02-08,2385,Bhatt Ltd Foods,South Indian,Indiranagar
